chr	windowStart	windowEnd	D	f_d	f_dM
chr2L	893322	893997	-0.123834	-0.111168	-0.064204
chr2L	894074	894806	0.012861	0.045232	0.016187
chr2L	894999	895514	-0.160234	-0.177182	-0.111478
chr2L	895621	896345	-0.347465	-2.870251	-0.396331
chr2L	896352	897227	0.414073	0.302689	0.282246
chr2L	897241	898225	-0.001789	-0.002389	-0.001440
chr2L	898249	899004	-0.114878	-0.197379	-0.106387
chr2L	899005	900092	-0.105640	-0.251032	-0.086044
chr2L	900123	901142	0.149535	0.201338	0.152745
chr2L	901196	902150	0.410026	0.502544	0.327402
chr2L	902175	903547	-0.170887	-0.120387	-0.074558
chr2L	903548	904740	-0.433758	-0.750276	-0.310945
chr2L	904746	905364	-0.141310	-0.125177	-0.064123
chr2L	905370	906208	-0.002989	-0.004486	-0.003078
chr2L	906307	906916	0.248153	0.252557	0.217232
chr2L	906944	907618	-0.002691	-0.007050	-0.003239
chr2L	907621	908857	0.192469	0.201260	0.163274
chr2L	908877	910019	-0.014830	-0.024706	-0.012574
chr2L	910027	911260	0.471885	0.431360	0.360215
chr2L	911273	912125	0.040334	0.066995	0.049531
chr2L	912276	913216	-0.068507	-0.130043	-0.061201
chr2L	913277	913990	0.255361	0.216067	0.165960
chr2L	914162	915167	0.181061	0.337806	0.192183
chr2L	915197	915764	0.040447	0.162406	0.081061
chr2L	915779	916341	0.060182	0.134493	0.098147
chr2L	916344	917015	-0.150755	-0.265971	-0.176408
chr2L	917021	917729	-0.210982	-0.341973	-0.196400
chr2L	917748	918466	0.144187	0.196036	0.119750
chr2L	918487	919171	-0.014803	-0.015267	-0.012899
chr2L	919221	920108	0.015513	0.023116	0.016659
chr2L	920155	920925	0.107233	0.125608	0.088572
chr2L	920928	921653	-0.046259	-0.027972	-0.023283
chr2L	921657	922065	0.200587	0.237897	0.127733
chr2L	922088	923503	-0.242887	-2.421416	-0.374344
chr2L	923517	924095	-0.265798	-0.684567	-0.285244
chr2L	924096	924862	0.015362	0.019588	0.014664
chr2L	924927	925842	-0.016792	-0.021228	-0.014705
chr2L	925845	926707	-0.381167	-2.733037	-0.319705
chr2L	926745	927287	-0.443741	-0.426821	-0.250759
chr2L	927434	928541	0.207498	0.242606	0.160071
chr2L	928609	929577	-0.085679	-0.088042	-0.058390
chr2L	929592	930781	-0.314573	-0.675348	-0.276383
chr2L	930832	931712	-0.059385	-0.089522	-0.060277
chr2L	931772	932971	-0.100701	-0.298066	-0.096618
chr2L	932997	934318	0.330040	0.307051	0.258073
chr2L	934319	934780	0.091814	0.103239	0.077492
chr2L	934788	935297	0.015660	0.028035	0.019007
chr2L	935361	935945	-0.161181	-2.103225	-0.198966
chr2L	935952	936561	-0.233592	-0.523209	-0.245046
chr2L	936566	937174	0.075810	0.225418	0.068758
chr2L	937187	938576	0.039529	0.050391	0.015080
chr2L	938597	939564	0.435741	0.527325	0.261076
chr2L	939586	940259	-0.025355	-0.091636	-0.037926
chr2L	940261	941719	0.200862	0.180024	0.151174
chr2L	941754	942447	-0.152434	-0.121837	-0.088353
chr2L	942453	943825	0.029157	0.030733	0.024575
chr2L	943880	944667	0.158042	0.282174	0.097001
chr2L	944669	945449	-0.112604	-0.202878	-0.125440
chr2L	945458	946349	-0.012733	-0.007785	-0.006306
chr2L	946356	947263	0.102159	0.102781	0.075130
chr2L	947351	948568	0.098101	0.089188	0.066961
chr2L	948618	949438	0.198649	0.187619	0.124367
chr2L	949445	950467	0.094648	0.063791	0.046565
chr2L	950549	951441	-0.002824	-0.002578	-0.002082
chr2L	951461	952151	-0.153222	-0.216821	-0.142329
chr2L	952193	953051	-0.014679	-0.009436	-0.005815
chr2L	953197	953728	0.148006	0.120577	0.080463
chr2L	953743	954777	0.346548	0.353385	0.227153
chr2L	954897	955529	0.201388	0.315668	0.182830
chr2L	955559	955916	-0.130239	1.032327	-0.080257
chr2L	955924	956471	-0.012227	-0.023436	-0.011002
chr2L	956499	957149	-0.104593	-0.262073	-0.129448
chr2L	957171	957617	-0.051401	-0.161865	-0.054107
chr2L	957704	958782	0.241087	0.335163	0.238429
chr2L	958871	959406	-0.057357	-0.147010	-0.070667
chr2L	959410	959822	0.007867	0.014737	0.011445
chr2L	959932	960484	0.138808	0.175909	0.118002
chr2L	960571	961567	0.199057	0.259122	0.195151
chr2L	961574	962094	0.276520	0.251838	0.223969
chr2L	962280	962892	-0.118534	-0.159688	-0.108039
chr2L	962912	964001	-0.035969	-0.164377	-0.047912
chr2L	964004	964288	0.315809	0.447486	0.271965
chr2L	964510	965054	-0.015770	-0.057170	-0.013078
chr2L	965057	965786	0.186830	0.248773	0.200802
chr2L	965797	966241	0.014165	0.027441	0.021970
chr2L	966296	967399	0.519228	0.320836	0.301260
chr2L	967400	968365	-0.323729	-1.959404	-0.314939
chr2L	968378	969495	0.247910	0.335954	0.256687
chr2L	969510	970591	-0.065840	-0.112992	-0.054130
chr2L	970611	971066	-0.191070	-0.362691	-0.225264
chr2L	971067	971639	0.323661	0.327056	0.294665
chr2L	971641	972131	0.233590	0.456716	0.270826
chr2L	972214	972902	-0.047886	-0.099522	-0.042602
chr2L	973227	973980	-0.371008	-0.782404	-0.337199
chr2L	974048	974517	0.014757	0.022697	0.014303
chr2L	974561	974860	-0.335059	-0.481100	-0.306969
chr2L	974861	975412	-0.093158	-0.098502	-0.079523
chr2L	975413	975726	0.087570	0.101160	0.081645
chr2L	975729	976189	0.040781	0.070674	0.038680
chr2L	976199	976899	0.282025	0.263923	0.222765
chr2L	984556	985082	0.245594	0.388197	0.247919
chr2L	985111	985569	0.206923	0.218596	0.160385
chr2L	985679	986285	-0.003810	-0.003610	-0.003220
chr2L	986307	987256	-0.213352	-0.268690	-0.176459
chr2L	987293	987769	0.158422	0.216985	0.103081
chr2L	987775	987955	0.041554	0.135439	0.047594
chr2L	988074	989061	0.308877	0.370529	0.302861
chr2L	989072	989815	-0.239885	-0.673812	-0.234728
chr2L	989817	990557	-0.002481	-0.003128	-0.001586
chr2L	990612	991497	0.035641	0.082964	0.039522
chr2L	991662	992518	-0.099455	-0.209895	-0.088497
chr2L	992527	993247	0.286144	0.500820	0.126235
chr2L	993253	994495	0.124590	0.258408	0.066515
chr2L	994518	995179	0.231144	0.199316	0.108087
chr2L	995223	995519	-0.221388	-0.494926	-0.235024
chr2L	995521	996295	0.409009	0.494745	0.249537
chr2L	996327	1006059	0.757791	0.664138	0.568481
chr2L	1006194	1006617	0.324508	0.527282	0.218484
chr2L	1006624	1006919	-0.197416	-0.247280	-0.130506
chr2L	1006920	1007357	0.272970	0.336550	0.238547
chr2L	1007365	1008514	0.251760	0.305337	0.196107
chr2L	1008516	1009004	-0.202302	-0.589598	-0.219229
chr2L	1009011	1009781	0.029772	0.029440	0.024872
chr2L	1009807	1011329	0.029751	0.060716	0.028443
chr2L	1011363	1012995	-0.015187	-0.100323	-0.026354
chr2L	1013196	1014756	0.101765	0.061075	0.046235
chr2L	1014837	1015522	0.281782	0.476394	0.268720
chr2L	1015533	1016852	0.013300	0.019335	0.013523
chr2L	1016919	1017959	0.066939	0.098316	0.059570
chr2L	1017973	1018862	0.159292	0.279212	0.176192
chr2L	1018914	1019233	0.041315	0.069842	0.045022
chr2L	1019337	1020707	0.135010	0.150460	0.087859
chr2L	1020737	1021491	0.133796	0.222652	0.145166
chr2L	1021502	1022445	0.218674	0.224852	0.153505
chr2L	1022487	1022901	0.189914	0.460497	0.314418
chr2L	1023000	1023607	-0.256447	-0.589167	-0.265746
chr2L	1023612	1024480	0.208830	0.405036	0.279278
chr2L	1024525	1024886	0.006294	0.007567	0.005051
chr2L	1024974	1025424	-0.275775	-0.536915	-0.290029
chr2L	1025430	1026008	-0.084686	-0.261946	-0.104560
chr2L	1026009	1026549	-0.008708	-0.022552	-0.013479
chr2L	1026604	1027099	-0.205286	-0.765271	-0.167571
chr2L	1027193	1028119	0.031158	0.061901	0.029743
chr2L	1028154	1028632	0.367569	0.452069	0.348932
chr2L	1028638	1029308	0.373376	0.439696	0.346082
chr2L	1029311	1030009	-0.194330	-0.255188	-0.160177
chr2L	1030012	1030718	-0.239497	-0.333182	-0.174184
chr2L	1030740	1031510	0.035264	0.064810	0.040780
chr2L	1031647	1032368	0.076947	0.080718	0.056046
chr2L	1032401	1033031	0.175344	0.114429	0.079270
chr2L	1033088	1033968	0.253263	0.303662	0.211520
chr2L	1033969	1034625	0.438630	0.311024	0.178475
chr2L	1034627	1035380	0.047410	0.031984	0.021543
chr2L	1035381	1036008	0.173739	0.251183	0.128705
chr2L	1036012	1036271	-0.398169	-0.819212	-0.323128
chr2L	1036275	1036440	-0.008535	-0.008298	-0.006072
chr2L	1036446	1036800	0.125751	0.198872	0.096805
chr2L	1036808	1037368	-0.428866	-0.687625	-0.324269
chr2L	1037421	1038441	0.279440	0.612130	0.204556
chr2L	1038483	1039722	0.074731	0.064619	0.045662
chr2L	1039740	1040342	0.017520	0.027440	0.016634
chr2L	1040363	1041191	-0.173490	-0.670716	-0.275069
chr2L	1041253	1042187	0.224196	0.396590	0.290999
chr2L	1042190	1042658	-0.113815	-0.166802	-0.101347
chr2L	1042698	1043738	0.048625	0.042050	0.031408
chr2L	1043754	1044326	0.317768	0.434772	0.261472
chr2L	1044444	1045337	0.039418	0.060331	0.036707
chr2L	1045421	1046200	0.087490	0.081315	0.037134
chr2L	1046233	1047234	0.018481	0.034504	0.021513
chr2L	1047322	1048485	-0.146777	-0.457134	-0.153553
chr2L	1048489	1048949	0.199547	0.396977	0.292992
chr2L	1048955	1049808	0.044494	0.089030	0.051882
chr2L	1049894	1051378	0.028807	0.022053	0.016619
chr2L	1051547	1052782	0.020921	0.020706	0.016210
chr2L	1052824	1053415	0.071940	0.049197	0.043599
chr2L	1053456	1054176	0.063063	0.099099	0.063732
chr2L	1054266	1054924	0.018313	0.052638	0.020636
chr2L	1054960	1055619	0.092824	0.147402	0.089255
chr2L	1055621	1056619	-0.104363	-0.215858	-0.127014
chr2L	1056724	1057082	-0.266061	-0.645410	-0.297618
chr2L	1057085	1057480	0.127446	0.124094	0.085062
chr2L	1057481	1058217	-0.219348	-0.663997	-0.193610
chr2L	1058226	1058702	-0.370112	-0.934793	-0.366566
chr2L	1058729	1059412	-0.072201	-0.126085	-0.082613
chr2L	1059457	1060460	0.082546	0.096904	0.076501
chr2L	1060468	1060919	0.131571	0.243661	0.162953
chr2L	1061034	1062303	0.195856	0.178745	0.164854
chr2L	1062321	1063485	0.186469	0.209663	0.142327
chr2L	1063486	1064010	0.578015	0.617291	0.606957
chr2L	1064032	1065135	0.516500	0.500688	0.359133
chr2L	1065145	1065833	0.213821	0.449624	0.194960
chr2L	1065845	1067279	0.055359	0.093907	0.066909
chr2L	1067638	1068607	-0.257141	-0.252370	-0.161742
chr2L	1068624	1069152	-0.257932	-0.382975	-0.212706
chr2L	1069154	1070131	0.006032	0.010024	0.004222
chr2L	1070360	1071375	-0.064222	-0.167356	-0.051231
chr2L	1071535	1072649	-0.056762	-0.231966	-0.078638
chr2L	1072710	1073851	0.143699	0.366819	0.214805
chr2L	1073913	1075474	-0.001931	-0.004217	-0.002387
chr2L	1075557	1076882	0.111131	0.164558	0.130941
chr2L	1076898	1078136	-0.200328	-0.204572	-0.134830
chr2L	1078137	1078782	0.026464	0.027903	0.019957
chr2L	1078792	1079747	0.079839	0.054479	0.046205
chr2L	1079801	1080400	0.033212	0.062665	0.035802
chr2L	1080437	1081309	-0.047696	-0.063306	-0.044443
chr2L	1081369	1081702	0.107305	0.129448	0.093949
chr2L	1081762	1082664	-0.015424	-0.056198	-0.018766
chr2L	1082702	1083695	0.029290	0.050704	0.031592
chr2L	1083721	1084346	0.039027	0.115068	0.038854
chr2L	1084371	1085427	-0.093297	-0.174599	-0.095342
chr2L	1085611	1086244	-0.171783	-0.349646	-0.192089
chr2L	1086348	1087331	0.140900	0.230845	0.148774
chr2L	1087354	1088790	0.063388	0.218139	0.064367
chr2L	1089068	1089813	0.017900	0.058249	0.021417
chr2L	1089834	1090401	0.039436	0.074041	0.040376
chr2L	1090402	1090880	-0.185472	-0.975179	-0.227754
chr2L	1090924	1091554	0.047206	0.139820	0.058620
chr2L	1091584	1092390	-0.056796	-0.132912	-0.064331
chr2L	1092513	1093185	0.183324	0.126416	0.100357
chr2L	1093193	1093571	0.196965	0.361618	0.141188
chr2L	1093572	1093940	0.062435	0.190450	0.077852
chr2L	1093949	1094323	-0.044765	-0.066441	-0.030198
chr2L	1094333	1095015	0.094044	0.532682	0.098170
chr2L	1095021	1095311	0.106467	0.178273	0.104482
chr2L	1095361	1096421	-0.235081	-0.612533	-0.259949
chr2L	1096475	1097135	-0.099035	-0.186175	-0.083217
chr2L	1097144	1098034	-0.238389	-0.963133	-0.265695
chr2L	1098069	1098804	0.289982	0.361403	0.277412
chr2L	1098836	1099740	-0.057708	-0.120229	-0.047191
chr2L	1099747	1100162	0.114919	0.229954	0.105536
chr2L	1100257	1101026	0.375737	0.341993	0.279397
chr2L	1101033	1101478	-0.036773	-0.053618	-0.032067
chr2L	1101533	1102675	-0.408046	-2.688647	-0.406460
chr2L	1102710	1103287	-0.465954	-6.253501	-0.465606
chr2L	1103288	1103848	0.141546	0.141131	0.069422
chr2L	1103899	1105133	0.043743	0.060347	0.023719
chr2L	1105146	1106083	0.003194	0.003107	0.001920
chr2L	1106089	1106995	0.296281	0.158376	0.126596
chr2L	1107036	1107948	-0.206416	-0.179410	-0.125292
chr2L	1107996	1109261	0.487706	0.461024	0.347766
chr2L	1109393	1110545	0.263055	0.243786	0.155210
chr2L	1110554	1110896	0.027516	0.048067	0.021879
chr2L	1110917	1111448	-0.168926	-0.098072	-0.055625
chr2L	1111451	1112351	0.171842	0.246071	0.131163
chr2L	1112452	1113348	-0.223477	-0.989247	-0.082570
chr2L	1113386	1113782	0.234867	0.362550	0.125879
chr2L	1113784	1114375	0.074923	0.104459	0.041524
chr2L	1114383	1115302	0.379751	0.441325	0.218260
chr2L	1115516	1116316	0.108582	0.231458	0.086630
chr2L	1116387	1117731	0.076144	0.077762	0.043069
chr2L	1118172	1119259	-0.373918	-0.335279	-0.142462
chr2L	1119278	1120019	0.154591	0.258726	0.108442
chr2L	1120051	1120867	0.038946	0.050004	0.030524
chr2L	1120939	1121888	0.412175	0.209845	0.201088
chr2L	1121958	1122989	0.029528	0.028987	0.024289
chr2L	1123091	1124357	-0.074679	-0.139546	-0.049421
chr2L	1124395	1125040	-0.178312	-0.469971	-0.124684
chr2L	1125042	1126145	0.035160	0.055859	0.034843
chr2L	1126333	1127115	0.381668	0.358651	0.245121
chr2L	1127124	1127973	-0.260910	-0.572889	-0.262093
chr2L	1127981	1128733	0.206947	0.252164	0.184050
chr2L	1128801	1129806	0.036872	0.013324	0.010665
chr2L	1129849	1130914	0.205626	0.345277	0.252075
chr2L	1130995	1131980	0.263264	0.513162	0.354731
chr2L	1131998	1132837	0.104201	0.091350	0.080049
chr2L	1132842	1133592	0.014582	0.018900	0.012614
chr2L	1133594	1134723	0.064532	0.066376	0.040789
chr2L	1134797	1135768	0.256446	0.291728	0.233591
chr2L	1135769	1136568	-0.231591	-0.249977	-0.182828
chr2L	1136590	1137701	0.183582	0.179426	0.116764
chr2L	1137766	1138771	-0.062031	-0.080056	-0.048550
chr2L	1138817	1139535	0.094309	0.124921	0.100949
chr2L	1139603	1140498	0.130354	0.213592	0.134781
chr2L	1140510	1141756	0.022630	0.034646	0.022307
chr2L	1141777	1142622	-0.011861	-0.036248	-0.016971
chr2L	1142629	1143910	-0.107949	-0.366972	-0.188356
chr2L	1143916	1144440	-0.027304	-0.050959	-0.039384
chr2L	1144488	1144874	0.126224	0.196779	0.128913
chr2L	1144933	1145418	0.151786	0.334158	0.226543
chr2L	1145487	1146390	0.052587	0.079333	0.058320
chr2L	1146490	1147078	0.229567	0.253544	0.186428
chr2L	1147149	1147615	0.615356	0.631122	0.537750
chr2L	1147632	1148146	0.075708	0.082811	0.069031
chr2L	1148152	1149187	0.197376	0.155242	0.117540
chr2L	1149251	1150119	0.112640	0.189538	0.065946
chr2L	1150134	1150720	0.269086	0.205267	0.149103
chr2L	1150768	1152026	-0.007989	-0.004349	-0.003709
chr2L	1152126	1153356	0.290223	0.406844	0.246074
chr2L	1153373	1154450	-0.228680	-2.084463	-0.152759
chr2L	1154507	1155444	-0.135048	-0.177758	-0.125229
chr2L	1155459	1156013	0.251502	0.253999	0.187542
chr2L	1156048	1156769	0.097428	0.115189	0.095938
chr2L	1156791	1157378	-0.270754	-0.241741	-0.178573
chr2L	1157402	1158449	0.090491	0.106689	0.067168
chr2L	1158481	1159541	0.161038	0.189044	0.139777
chr2L	1159542	1160441	0.395588	0.357870	0.262925
chr2L	1160525	1161395	0.041495	0.056739	0.031121
chr2L	1161396	1162233	0.051077	0.055861	0.032007
chr2L	1162272	1163084	0.086594	0.074047	0.051836
chr2L	1163139	1164163	0.283246	0.318730	0.205402
chr2L	1164182	1164872	-0.007594	-0.016818	-0.008858
chr2L	1164983	1165902	-0.252200	-0.203853	-0.141173
chr2L	1165929	1166580	0.147366	0.123448	0.118299
chr2L	1166742	1168362	0.060253	0.053006	0.029316
chr2L	1168602	1170686	0.821510	0.694074	0.419491
chr2L	1170959	1172205	0.531184	0.592671	0.367670
chr2L	1172211	1173606	0.805707	0.655480	0.574476
chr2L	1173639	1175547	0.737211	0.704579	0.547731
chr2L	1175650	1176738	0.261308	0.429295	0.217152
chr2L	1176817	1178288	-0.011290	-0.022542	-0.012506
chr2L	1178302	1179433	0.080738	0.130096	0.082945
chr2L	1179618	1180448	-0.208611	-0.665500	-0.273063
chr2L	1180459	1181827	0.080567	0.185723	0.072098
chr2L	1181832	1182782	0.239778	0.235597	0.158110
chr2L	1182815	1183602	0.114187	0.249129	0.171064
chr2L	1183617	1184273	0.252772	0.411797	0.199528
chr2L	1184278	1185275	0.273055	0.412421	0.352193
chr2L	1185295	1185751	-0.109136	-0.270388	-0.140654
chr2L	1185765	1186529	0.173494	0.177467	0.137498
chr2L	1186659	1187411	0.161035	0.317988	0.208272
chr2L	1187571	1188197	0.465845	0.580538	0.383576
chr2L	1188481	1188999	0.108431	0.235565	0.164371
chr2L	1189005	1189742	0.275849	0.410473	0.311357
chr2L	1189800	1190339	-0.120791	-0.291166	-0.089000
chr2L	1190357	1190829	0.027486	0.132072	0.057863
chr2L	1190943	1191422	0.035194	0.101321	0.046135
chr2L	1191491	1192211	0.106124	0.178883	0.117040
chr2L	1192224	1193196	-0.003960	-0.018108	-0.004371
chr2L	1193293	1194241	0.111111	0.385111	0.199780
chr2L	1194295	1195031	-0.120372	-0.336389	-0.133867
chr2L	1195057	1195489	-0.085588	-0.122256	-0.085483
chr2L	1195504	1196205	-0.014109	-0.019628	-0.015055
chr2L	1196219	1197330	0.150913	0.331952	0.163270
chr2L	1197440	1198695	0.060874	0.089556	0.067527
chr2L	1198890	1199438	-0.064778	-0.141622	-0.089278
chr2L	1199521	1199987	-0.037666	-0.384529	-0.085043
chr2L	1200116	1200640	0.032369	0.085198	0.041523
chr2L	1200663	1201411	0.098398	0.243720	0.123402
chr2L	1201454	1201957	0.181852	0.206148	0.172275
chr2L	1202001	1203004	0.137832	0.208446	0.156320
chr2L	1203028	1203697	0.228632	0.305942	0.240551
chr2L	1203751	1204790	0.124018	0.279867	0.192002
chr2L	1204992	1206153	-0.448380	-1.088969	-0.234110
chr2L	1206228	1207132	-0.046563	-0.067033	-0.048016
chr2L	1207133	1208023	-0.093676	-0.518086	-0.223864
chr2L	1208160	1208735	0.189071	0.208032	0.181110
chr2L	1208736	1209968	0.053710	0.086105	0.035436
chr2L	1209999	1210441	0.004250	0.006398	0.005370
chr2L	1210474	1211100	-0.118989	-0.148861	-0.116872
chr2L	1211105	1212399	0.045982	0.060164	0.043490
chr2L	1212471	1213298	0.162492	0.344567	0.192370
chr2L	1213484	1215063	0.419402	0.659744	0.495773
chr2L	1215114	1216475	0.064280	0.105156	0.059787
chr2L	1216477	1217456	0.194514	0.377888	0.132164
chr2L	1217480	1218076	-0.125771	-0.200329	-0.127660
chr2L	1218124	1218573	0.077577	0.098966	0.063514
chr2L	1218574	1219328	-0.026116	-0.035942	-0.022798
chr2L	1219369	1227760	0.475921	0.431218	0.309817
chr2L	1227890	1228975	0.619674	0.660273	0.440263
chr2L	1229041	1230851	0.403208	0.424579	0.364018
chr2L	1230881	1231973	0.154701	0.319227	0.170190
chr2L	1231977	1233049	0.000136	0.000180	0.000132
chr2L	1233051	1234039	0.216500	0.240844	0.192073
chr2L	1234101	1234760	0.234657	0.294992	0.191403
chr2L	1234895	1235936	-0.010337	-0.071291	-0.018132
chr2L	1235939	1236863	0.021745	0.033429	0.028172
chr2L	1236870	1237555	-0.029888	-0.063883	-0.031081
chr2L	1237629	1238487	-0.043591	-0.104660	-0.064697
chr2L	1238541	1239248	-0.055547	-0.106521	-0.061299
chr2L	1239293	1239676	0.089812	0.183812	0.102936
chr2L	1239703	1240427	-0.017546	-0.024303	-0.013539
chr2L	1240429	1241245	0.205587	0.382926	0.213930
chr2L	1241275	1241924	0.103965	0.122392	0.068638
chr2L	1241960	1242742	-0.007445	-0.010859	-0.005687
chr2L	1242781	1243838	-0.166828	-0.338850	-0.172876
chr2L	1243845	1244666	0.246742	0.303738	0.184153
chr2L	1244770	1245955	0.418780	0.481475	0.340738
chr2L	1245957	1247143	-0.185268	-0.275859	-0.181057
chr2L	1247157	1248198	0.014177	0.018680	0.014006
chr2L	1248210	1249232	0.066283	0.073167	0.055595
chr2L	1249255	1250129	0.053964	0.092411	0.056601
chr2L	1250145	1251391	0.046980	0.082655	0.060672
chr2L	1251496	1252075	0.143832	0.224200	0.171224
chr2L	1252098	1253069	0.236583	0.361163	0.291378
chr2L	1253099	1254086	0.058271	0.062353	0.042775
chr2L	1254128	1254828	0.060282	0.051708	0.044445
chr2L	1254866	1255894	0.371687	0.395089	0.376876
chr2L	1255939	1256580	0.261237	0.636676	0.404954
chr2L	1256627	1257673	-0.127113	-0.381420	-0.142823
chr2L	1257684	1258528	-0.039738	-0.034417	-0.018969
chr2L	1258532	1258963	-0.054480	-0.078276	-0.044393
chr2L	1258977	1259848	-0.154686	-0.531509	-0.116527
chr2L	1259867	1260875	0.139636	0.208434	0.125269
chr2L	1260939	1261894	0.002157	0.004251	0.002961
chr2L	1261899	1263102	-0.021743	-0.038404	-0.026208
chr2L	1263161	1264016	0.096553	0.106104	0.078588
chr2L	1264087	1264884	0.329656	0.379917	0.300529
chr2L	1264912	1265693	0.207577	0.355434	0.223560
chr2L	1265695	1266435	0.505513	0.320862	0.268870
chr2L	1266513	1267381	0.266714	0.265764	0.185594
chr2L	1267384	1268599	-0.062425	-0.080718	-0.032672
chr2L	1268621	1269255	-0.123165	-0.204511	-0.114191
chr2L	1269260	1270059	0.400987	0.427200	0.279456
chr2L	1270077	1270498	0.011402	0.014168	0.010261
chr2L	1270514	1271517	0.069367	0.097650	0.068782
chr2L	1271673	1272433	-0.013302	-0.028555	-0.012915
chr2L	1272486	1273749	0.396815	0.381268	0.238510
chr2L	1273851	1274686	0.343039	0.405101	0.388028
chr2L	1274724	1275625	0.018785	0.065754	0.022662
chr2L	1275760	1276445	0.223352	0.426031	0.293156
chr2L	1276469	1277219	0.230162	0.292376	0.217687
